zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,area,availabilityDate,baths,beds,countryCurrency,hasAdditionalAttributions,hasVideo,hdpData,isHomeRec,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,pgapt,price,sgapt,shouldShowZestimateAsPrice,unformattedPrice,zestimate,streetViewMetadataURL,streetViewURL
42.34979_rrc2*-rrc_71.04442,42.34979_rrc2*-rrc_71.04442,2449473779.0,https://photos.zillowstatic.com/fp/04bec9f956ec8e6b1c6abfd6ca986fa1-p_e.jpg,True,FOR_RENT,The Alyx at EchelonSeaport,/b/the-alyx-at-echelonseaport-boston-ma-BfvBzp/,"{'latitude': 42.34979, 'longitude': -71.04442}","[{'price': '$3,333+', 'beds': '0'}, {'price': '$4,025+', 'beds': '1'}, {'price': '$6,390+', 'beds': '2'}, {'price': '$7,552+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,The Alyx at EchelonSeaport,True,"131 Seaport Blvd, Boston, MA",131 Seaport Blvd Unit 1503,MA,Boston,02210,1e7ey8jz4w0v0,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.36334_rrc2*-rrc_71.130844,42.36334_rrc2*-rrc_71.130844,1141010815.0,https://photos.zillowstatic.com/fp/4e1e07a910f04b283e2bc591555d2918-p_e.jpg,True,FOR_RENT,Continuum,/b/continuum-allston-ma-63wRB2/,"{'latitude': 42.36334, 'longitude': -71.130844}","[{'price': '$2,839+', 'beds': '0'}, {'price': '$3,719+', 'beds': '1'}, {'price': '$5,191+', 'beds': '2'}, {'price': '$6,047+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Continuum,True,"219 Western Ave, Allston, MA",219 Western Ave  # S503,MA,Allston,02134,1xq3f92jq7528,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.343193_rrc2*-rrc_71.05624,42.343193_rrc2*-rrc_71.05624,2568414777.0,https://photos.zillowstatic.com/fp/eb35ccd29539ced3bb40cb357955c303-p_e.jpg,True,FOR_RENT,Zero Athens,/b/zero-athens-boston-ma-C6XB77/,"{'latitude': 42.343193, 'longitude': -71.05624}","[{'price': '$2,775+', 'beds': '0'}, {'price': '$3,450+', 'beds': '1'}, {'price': '$7,750+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Zero Athens,True,"35 W 2nd St, Boston, MA",35 W  2nd St   # 201,MA,Boston,02127,6ruq5tbjdfc1,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.34091_rrc2*-rrc_71.049706,42.34091_rrc2*-rrc_71.049706,1002103936.0,https://photos.zillowstatic.com/fp/836df9adee58162df965725fc928ab0f-p_e.jpg,True,FOR_RENT,West Square Apartments,/b/west-square-apartments-boston-ma-5XqkPk/,"{'latitude': 42.34091, 'longitude': -71.049706}","[{'price': '$2,900+', 'beds': '0'}, {'price': '$3,150+', 'beds': '1'}, {'price': '$4,100+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,West Square Apartments,True,"320 D St, Boston, MA",320 D St   Unit 250,MA,Boston,02127,2d1ez3jknsdrk,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.36606_rrc2*-rrc_71.040245,42.36606_rrc2*-rrc_71.040245,2351986490.0,https://photos.zillowstatic.com/fp/4db3db073132be45f0bd58d07fc81b91-p_e.jpg,True,FOR_RENT,Portside at East Pier,/b/portside-at-east-pier-east-boston-ma-BKzYDJ/,"{'latitude': 42.36606, 'longitude': -71.040245}","[{'price': '$2,933+', 'beds': '0'}, {'price': '$2,902+', 'beds': '1'}, {'price': '$4,085+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Portside at East Pier,True,"40 E Pier Dr, Boston, MA",40 E  Pier Dr   # PE2-2205,MA,Boston,02128,3f7zrhfqh3ytu,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.342327_rrc2*-rrc_71.055595,42.342327_rrc2*-rrc_71.055595,2483039231.0,https://photos.zillowstatic.com/fp/5868dd55fe196492045a4403f17c278d-p_e.jpg,True,FOR_RENT,The Residences on Broadway,/b/the-residences-on-broadway-south-boston-ma-BnjTn3/,"{'latitude': 42.342327, 'longitude': -71.055595}","[{'price': '$3,399+', 'beds': '0'}, {'price': '$3,133+', 'beds': '1'}, {'price': '$3,966+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,The Residences on Broadway,True,"50 W Broadway, Boston, MA",50 W  Broadway # 4-03,MA,Boston,02127,1274jj82vterc,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.331944_rrc2*-rrc_71.099655,42.331944_rrc2*-rrc_71.099655,1001444318.0,https://photos.zillowstatic.com/fp/033348a35e5b3603ea003b1a585db831-p_e.jpg,True,FOR_RENT,The Laneway,/b/the-laneway-boston-ma-5Xj8g9/,"{'latitude': 42.331944, 'longitude': -71.099655}","[{'price': '$2,650+', 'beds': '0'}, {'price': '$3,025+', 'beds': '1'}, {'price': '$4,125+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Laneway,True,"9 Burney St, Roxbury Crossing, MA",9 Burney St   # 5ffd3a59e,MA,Roxbury Crossing,02120,52hhkx6qvqkyr,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.337013_rrc2*-rrc_71.073395,42.337013_rrc2*-rrc_71.073395,1138082071.0,https://photos.zillowstatic.com/fp/8f31fdc448504f3927f104df55b189a2-p_e.jpg,True,FOR_RENT,The Cosmopolitan,/b/the-cosmopolitan-boston-ma-63QXMj/,"{'latitude': 42.337013, 'longitude': -71.073395}","[{'price': '$4,000+', 'beds': '1'}, {'price': '$6,450+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,The Cosmopolitan,True,"771 Harrison Ave, Boston, MA",771 Harrison Ave  # 89eab427a,MA,Boston,02118,4s5burj105e4j,False,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.319527_rrc2*-rrc_71.03987,42.319527_rrc2*-rrc_71.03987,1001477589.0,https://photos.zillowstatic.com/fp/fc2453cd072ab1b062009ed1c9d7d211-p_e.jpg,True,FOR_RENT,Harbor Point,/b/harbor-point-boston-ma-5XjQX9/,"{'latitude': 42.319527, 'longitude': -71.03987}","[{'price': '$2,600+', 'beds': '1'}, {'price': '$3,300+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Harbor Point,True,"24 Oyster Bay Rd, Dorchester, MA",24 Oyster Bay Rd   # 360306,MA,Dorchester,02125,52n8rjwb6dyn0,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.2674_rrc2*-rrc_71.171295,42.2674_rrc2*-rrc_71.171295,2562314220.0,https://photos.zillowstatic.com/fp/d7ba5d2962f287547551c58aef05edb6-p_e.jpg,True,FOR_RENT,Parkway Apartments,/b/parkway-apartments-west-roxbury-ma-C5TKGx/,"{'latitude': 42.2674, 'longitude': -71.171295}","[{'price': '$2,530+', 'beds': '0'}, {'price': '$2,535+', 'beds': '1'}, {'price': '$3,270+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Parkway Apartments,True,"1555 Vfw Pkwy, West Roxbury, MA",1555 Vfw Pkwy # B-408,MA,West Roxbury,02132,d5pfkggcu9z1,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.351814_rrc2*-rrc_71.062454,42.351814_rrc2*-rrc_71.062454,1001445650.0,https://photos.zillowstatic.com/fp/e3fe83a70233b91521c67ade3f87d204-p_e.jpg,True,FOR_RENT,660 Washington,/b/660-washington-boston-ma-5Xj9FL/,"{'latitude': 42.351814, 'longitude': -71.062454}","[{'price': '$3,160+', 'beds': '0'}, {'price': '$3,320+', 'beds': '1'}, {'price': '$4,465+', 'beds': '2'}, {'price': '$6,418+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,660 Washington,True,"660 Washington St, Boston, MA",660 Washington St   # 1-13L,MA,Boston,02111,4bmunnduhzvpe,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.34363_rrc2*-rrc_71.062675,42.34363_rrc2*-rrc_71.062675,1138498045.0,https://photos.zillowstatic.com/fp/365348ec10d9f01aa90ac8bd38acdd48-p_e.jpg,True,FOR_RENT,Troy Boston,/b/troy-boston-boston-ma-63V5bz/,"{'latitude': 42.34363, 'longitude': -71.062675}","[{'price': '$2,640+', 'beds': '0'}, {'price': '$3,125+', 'beds': '1'}, {'price': '$3,760+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Troy Boston,True,"55 Traveler St, Boston, MA",55 Traveler St   # 1-1610,MA,Boston,02118,2wk3bx048d9cn,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.27389_rrc2*-rrc_71.13975,42.27389_rrc2*-rrc_71.13975,1001482352.0,https://photos.zillowstatic.com/fp/8c0b79f6443152ccd7b43052d052e5db-p_e.jpg,True,FOR_RENT,Stony Brook Commons,/b/stony-brook-commons-roslindale-ma-5XjSWM/,"{'latitude': 42.27389, 'longitude': -71.13975}","[{'price': '$2,166+', 'beds': '0'}, {'price': '$2,673+', 'beds': '1'}, {'price': '$3,151+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Stony Brook Commons,True,"390 Blue Ledge Dr, Roslindale, MA",390 Blue Ledge Dr   # 201310,MA,Roslindale,02131,5d06rrnucwx83,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.271976_rrc2*-rrc_71.06771,42.271976_rrc2*-rrc_71.06771,1039214391.0,https://photos.zillowstatic.com/fp/5e09692581285d29649f6b5aed7a84ce-p_e.jpg,True,FOR_RENT,Baker Chocolate Factory,/b/baker-chocolate-factory-boston-ma-5gHBdy/,"{'latitude': 42.271976, 'longitude': -71.06771}","[{'price': '$2,900+', 'beds': '1'}, {'price': '$3,432+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Baker Chocolate Factory,True,"1220 Adams St, Dorchester Center, MA",1220 Adams St   # 20405,MA,Dorchester Center,02124,8nbxy79q7w62,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.345238_rrc2*-rrc_71.06394,42.345238_rrc2*-rrc_71.06394,1150184146.0,https://photos.zillowstatic.com/fp/ab27cdd13a399d61bd252c3df7e034a9-p_e.jpg,True,FOR_RENT,345 Harrison,/b/345-harrison-boston-ma-65WPnr/,"{'latitude': 42.345238, 'longitude': -71.06394}","[{'price': '$2,925+', 'beds': '0'}, {'price': '$3,199+', 'beds': '1'}, {'price': '$4,299+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,345 Harrison,True,"345 Harrison Ave, Boston, MA",345 Harrison Ave  Apt 820,MA,Boston,02118,32g34kfv0m3pz,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.351555_rrc2*-rrc_71.04306,42.351555_rrc2*-rrc_71.04306,2001862291.0,https://photos.zillowstatic.com/fp/a03775cc39e12b8fb0b185a64963ed8c-p_e.jpg,True,FOR_RENT,100 Pier 4,/b/100-pier-4-boston-ma-96GXtT/,"{'latitude': 42.351555, 'longitude': -71.04306}","[{'price': '$3,173+', 'beds': '0'}, {'price': '$3,364+', 'beds': '1'}, {'price': '$3,865+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,100 Pier 4,True,"100 Pier 4 Blvd, Boston, MA",100 Pier 4 Blvd Unit 1801,MA,Boston,02210,3ysrpukaydgrr,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.36238_rrc2*-rrc_71.05213,42.36238_rrc2*-rrc_71.05213,1001440026.0,https://photos.zillowstatic.com/fp/107b16defbb13807c191dbbbcaf8ace1-p_e.jpg,True,FOR_RENT,Christopher Columbus Plaza,/b/christopher-columbus-plaza-boston-ma-5Xj6tY/,"{'latitude': 42.36238, 'longitude': -71.05213}","[{'price': '$3,250+', 'beds': '1'}, {'price': '$4,150+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Christopher Columbus Plaza,True,"145 Commercial St, Boston, MA",145 Commercial St   # 339f1dd88,MA,Boston,02109,2dqtu5vw9k9j5,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.346043_rrc2*-rrc_71.07866,42.346043_rrc2*-rrc_71.07866,1037794513.0,https://photos.zillowstatic.com/fp/3484050ecf978c4d338058b29381487a-p_e.jpg,True,FOR_RENT,Garrison Square,/b/garrison-square-boston-ma-5g37Hs/,"{'latitude': 42.346043, 'longitude': -71.07866}","[{'price': '$4,739+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Garrison Square,True,"7 Harcourt St, Boston, MA",7 Harcourt St   # 407,MA,Boston,02116,413h91knajqd,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.33347_rrc2*-rrc_71.10183,42.33347_rrc2*-rrc_71.10183,1001710288.0,https://photos.zillowstatic.com/fp/e89d154360eac283a0089896dfd69e35-p_e.jpg,True,FOR_RENT,The Longwood Apartments,/b/the-longwood-apartments-boston-ma-5XmPS7/,"{'latitude': 42.33347, 'longitude': -71.10183}","[{'price': '$2,871+', 'beds': '1'}, {'price': '$3,842+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Longwood Apartments,True,"1575 Tremont St, Boston, MA",1575 Tremont St   # 1077949,MA,Boston,02120,avpaggemh5ze,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.330936_rrc2*-rrc_71.043594,42.330936_rrc2*-rrc_71.043594,1001443820.0,https://photos.zillowstatic.com/fp/31205794f4f347c01f186dc597af85bc-p_e.jpg,True,FOR_RENT,Carson Tower,/b/carson-tower-boston-ma-5Xj8Sz/,"{'latitude': 42.330936, 'longitude': -71.043594}","[{'price': '$2,970+', 'beds': '1'}, {'price': '$3,300+', 'beds': '2'}, {'price': '$4,860+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Carson Tower,True,"1410 Columbia Rd, Boston, MA",1410 Columbia Rd   # 16D,MA,Boston,02127,58ykakkx8gpsy,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.34775_rrc2*-rrc_71.037315,42.34775_rrc2*-rrc_71.037315,2408256045.0,https://photos.zillowstatic.com/fp/ee751a0a247e4000c9e72c410e4387df-p_e.jpg,True,FOR_RENT,Ora Seaport,/b/ora-seaport-boston-ma-BWkr6Y/,"{'latitude': 42.34775, 'longitude': -71.037315}","[{'price': '$2,936+', 'beds': '0'}, {'price': '$3,381+', 'beds': '1'}, {'price': '$5,561+', 'beds': '2'}, {'price': '$8,128+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Ora Seaport,True,"899 Congress St, Boston, MA",899 Congress St   # 310,MA,Boston,02210,2gsx3bz3kgfmf,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.3774_rrc2*-rrc_71.050026,42.3774_rrc2*-rrc_71.050026,1001446346.0,https://photos.zillowstatic.com/fp/a31c8e36f2c43a45210206a8e6210ecb-p_e.jpg,True,FOR_RENT,Harborview at the Navy Yard,/b/harborview-at-the-navy-yard-charlestown-ma-5Xj9WX/,"{'latitude': 42.3774, 'longitude': -71.050026}","[{'price': '$3,576+', 'beds': '1'}, {'price': '$3,840+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Harborview at the Navy Yard,True,"250 1st Ave, Charlestown, MA",250 1st Ave  # 1-0322,MA,Charlestown,02129,50ctetcf2xk6e,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.28435_rrc2*-rrc_71.064995,42.28435_rrc2*-rrc_71.064995,2001487262.0,https://photos.zillowstatic.com/fp/ae1eb4ec3fc5232b8a99e4ed29f67349-p_e.jpg,True,FOR_RENT,1943 DOT Ave,/b/1943-dot-ave-boston-ma-96CMgq/,"{'latitude': 42.28435, 'longitude': -71.064995}","[{'price': '$2,195+', 'beds': '0'}, {'price': '$2,520+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,1943 DOT Ave,True,"1943 Dorchester Ave, Boston, MA",1943 Dorchester Ave  Unit 311,MA,Boston,02124,5emwrdygzsxu6,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.26483_rrc2*-rrc_71.15624,42.26483_rrc2*-rrc_71.15624,1001488675.0,https://photos.zillowstatic.com/fp/661933af66524fc1f16369546b4004ef-p_e.jpg,True,FOR_RENT,Rockingham Glen,/b/rockingham-glen-west-roxbury-ma-5XjW9P/,"{'latitude': 42.26483, 'longitude': -71.15624}","[{'price': '$2,270+', 'beds': '1'}, {'price': '$2,705+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Rockingham Glen,True,"30 Rockingham Ave, West Roxbury, MA",30 Rockingham Ave  # 4306,MA,West Roxbury,02132,rrz4nsve59fq,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.35914_rrc2*-rrc_71.05419,42.35914_rrc2*-rrc_71.05419,1001440839.0,https://photos.zillowstatic.com/fp/8ce7a2a244e885a29bec28cd9e839ff2-p_e.jpg,True,FOR_RENT,One India Street,/b/one-india-street-boston-ma-5Xj7F9/,"{'latitude': 42.35914, 'longitude': -71.05419}","[{'price': '$3,175+', 'beds': '1'}, {'price': '$4,060+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,One India Street,True,"1 India St, Boston, MA",1 India St   Apt 08I,MA,Boston,02109,3yc52nu3grvjy,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.38672_rrc2*-rrc_71.01355,42.38672_rrc2*-rrc_71.01355,1001464612.0,https://photos.zillowstatic.com/fp/7a622540b85d8c6ab0212ded86bd823c-p_e.jpg,True,FOR_RENT,Brandywyne Village,/b/brandywyne-village-east-boston-ma-5XjK8K/,"{'latitude': 42.38672, 'longitude': -71.01355}","[{'price': '$2,401+', 'beds': '1'}, {'price': '$2,690+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Brandywyne Village,True,"88 Brandywyne Dr, Boston, MA",88 Brandywyne Dr   # 11820,MA,Boston,02128,3bh8rvdf7dykb,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.345478_rrc2*-rrc_71.086334,42.345478_rrc2*-rrc_71.086334,2361941445.0,https://photos.zillowstatic.com/fp/2ba0218221f8c9156da8f05e8d1bb48e-p_e.jpg,True,FOR_RENT,Clearway Apartments,/b/clearway-apartments-boston-ma-BMjBNd/,"{'latitude': 42.345478, 'longitude': -71.086334}","[{'price': '$2,850+', 'beds': '1'}, {'price': '$3,900+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Clearway Apartments,True,"10-60 Clearway St, Boston, MA",10-60 Clearway St   # 5,MA,Boston,02115,1b5pm16ks0m44,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.383556_rrc2*-rrc_71.07442,42.383556_rrc2*-rrc_71.07442,2001535441.0,https://photos.zillowstatic.com/fp/00745061d118498dd55e4552d2180ba4-p_e.jpg,True,FOR_RENT,The Graphic Lofts,/b/the-graphic-lofts-charlestown-ma-96Cmm5/,"{'latitude': 42.383556, 'longitude': -71.07442}","[{'price': '$2,482+', 'beds': '0'}, {'price': '$3,218+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Graphic Lofts,True,"32 Cambridge St, Charlestown, MA",32 Cambridge St   # 34-2107,MA,Charlestown,02129,2y4ktec1j9dzk,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.348686_rrc2*-rrc_71.04843,42.348686_rrc2*-rrc_71.04843,1001439333.0,https://photos.zillowstatic.com/fp/770af184774cc843ae5737b8fd37f7ea-p_e.jpg,True,FOR_RENT,315 on A,/b/315-on-a-boston-ma-5Xj6bQ/,"{'latitude': 42.348686, 'longitude': -71.04843}","[{'price': '$2,870+', 'beds': '0'}, {'price': '$3,350+', 'beds': '1'}, {'price': '$4,510+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,315 on A,True,"315 A St, Boston, MA",315 A St   # 1-1103,MA,Boston,02210,2c6x48c67pmjx,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.338562_rrc2*-rrc_71.15431,42.338562_rrc2*-rrc_71.15431,1001479178.0,https://photos.zillowstatic.com/fp/304c344ccb47910cdc17da4a4b67c315-p_e.jpg,True,FOR_RENT,Reservoir Towers,/b/reservoir-towers-brighton-ma-5XjRCZ/,"{'latitude': 42.338562, 'longitude': -71.15431}","[{'price': '$2,392+', 'beds': '1'}, {'price': '$3,250+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Reservoir Towers,True,"1925 Commonwealth Ave, Brighton, MA",1925 Commonwealth Ave  Apt 717,MA,Brighton,02135,2aejbn3k5bagd,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.344746_rrc2*-rrc_71.09596,42.344746_rrc2*-rrc_71.09596,1002784446.0,https://photos.zillowstatic.com/fp/4cbfa9fd41fa79a83969d18dffa7e7d9-p_e.jpg,True,FOR_RENT,The Bon,/b/the-bon-boston-ma-5XxWqh/,"{'latitude': 42.344746, 'longitude': -71.09596}","[{'price': '$2,605+', 'beds': '0'}, {'price': '$3,365+', 'beds': '1'}, {'price': '$4,325+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Bon,True,"1260 Boylston St, Boston, MA",1260 Boylston St   # 40dc5df55,MA,Boston,02215,2defje3xe7k4e,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.3647_rrc2*-rrc_71.05991,42.3647_rrc2*-rrc_71.05991,1001444229.0,https://photos.zillowstatic.com/fp/ac57cebbbfaec2cc79e38317e83ac4a4-p_e.jpg,True,FOR_RENT,Avenir,/b/avenir-boston-ma-5Xj8dL/,"{'latitude': 42.3647, 'longitude': -71.05991}","[{'price': '$2,775+', 'beds': '0'}, {'price': '$2,895+', 'beds': '1'}, {'price': '$3,880+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Avenir,True,"101 Canal St, Boston, MA",101 Canal St   # 1-0827,MA,Boston,02114,5h7dz84nbxhzf,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.362934_rrc2*-rrc_71.06416,42.362934_rrc2*-rrc_71.06416,1001446367.0,https://photos.zillowstatic.com/fp/98c5e8480fe7f1416fe54970f6b385be-p_e.jpg,True,FOR_RENT,The Towers at Longfellow,/b/the-towers-at-longfellow-boston-ma-5Xj9Wy/,"{'latitude': 42.362934, 'longitude': -71.06416}","[{'price': '$2,410+', 'beds': '0'}, {'price': '$2,950+', 'beds': '1'}, {'price': '$3,605+', 'beds': '2'}, {'price': '$5,150+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,The Towers at Longfellow,True,"72 Staniford St, Boston, MA",72 Staniford St   # 1417,MA,Boston,02114,52ejcr9sz1g0v,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.364525_rrc2*-rrc_71.06876,42.364525_rrc2*-rrc_71.06876,1001440568.0,https://photos.zillowstatic.com/fp/18555369fb54c67c5c43cb48d58b7d72-p_e.jpg,True,FOR_RENT,Emerson Place,/b/emerson-place-boston-ma-5Xj77c/,"{'latitude': 42.364525, 'longitude': -71.06876}","[{'price': '$2,555+', 'beds': '0'}, {'price': '$2,815+', 'beds': '1'}, {'price': '$4,130+', 'beds': '2'}, {'price': '$4,565+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Emerson Place,True,"1 Emerson Pl, Boston, MA",1 Emerson Pl   # 10-16G,MA,Boston,02114,1pkpnnwhc3z86,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.29447_rrc2*-rrc_71.056595,42.29447_rrc2*-rrc_71.056595,2171575836.0,https://photos.zillowstatic.com/fp/55489ef3ad51193843ba3b7e120eab8c-p_e.jpg,True,FOR_RENT,Adams Village,/b/adams-village-dorchester-ma-9gh6QD/,"{'latitude': 42.29447, 'longitude': -71.056595}","[{'price': '$1,965+', 'beds': '0'}, {'price': '$2,160+', 'beds': '1'}, {'price': '$2,515+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Adams Village,True,"725-735 Adams St, Dorchester, MA",725-735 Adams St   # 858773,MA,Dorchester,02122,5183wtrnj7p95,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.36436_rrc2*-rrc_71.06815,42.36436_rrc2*-rrc_71.06815,1001445512.0,https://photos.zillowstatic.com/fp/50c56bf787189f00adda269b3e8c7cfa-p_e.jpg,True,FOR_RENT,The West End Apartments,/b/the-west-end-apartments-boston-ma-5Xj9BW/,"{'latitude': 42.36436, 'longitude': -71.06815}","[{'price': '$2,740+', 'beds': '0'}, {'price': '$2,855+', 'beds': '1'}, {'price': '$4,160+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,The West End Apartments,True,"4 Emerson Pl, Boston, MA",4 Emerson Pl   # VES-408,MA,Boston,02114,2tpke878emw67,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.385548_rrc2*-rrc_71.07772,42.385548_rrc2*-rrc_71.07772,1001439382.0,https://photos.zillowstatic.com/fp/a93dd53f0ba7bc46bb2cc2203b96eacd-p_e.jpg,True,FOR_RENT,Mezzo Design Lofts,/b/mezzo-design-lofts-charlestown-ma-5Xj6cQ/,"{'latitude': 42.385548, 'longitude': -71.07772}","[{'price': '$2,895+', 'beds': '1'}, {'price': '$3,406+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Mezzo Design Lofts,True,"30 Caldwell St, Charlestown, MA",30 Caldwell St   Unit 419,MA,Charlestown,02129,2ps2z4bun81xt,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.350197_rrc2*-rrc_71.07941,42.350197_rrc2*-rrc_71.07941,1001446368.0,https://photos.zillowstatic.com/fp/72ce5bd6488914547fe3dd9c7c60d738-p_e.jpg,True,FOR_RENT,28 Exeter at Newbury,/b/28-exeter-at-newbury-boston-ma-5Xj9Wz/,"{'latitude': 42.350197, 'longitude': -71.07941}","[{'price': '$3,897+', 'beds': '1'}, {'price': '$4,866+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,28 Exeter at Newbury,True,"28 Exeter St, Boston, MA",28 Exeter St   Apt 603,MA,Boston,02116,29s3ea4d8juz,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
42.34423_rrc2*-rrc_71.08956,42.34423_rrc2*-rrc_71.08956,1001445973.0,https://photos.zillowstatic.com/fp/daeaca4dbbeada4d7c0d4eb911cfd059-p_e.jpg,True,FOR_RENT,Fenway Parkside,/b/fenway-parkside-boston-ma-5Xj9Mw/,"{'latitude': 42.34423, 'longitude': -71.08956}","[{'price': '$1,950+', 'beds': '0'}, {'price': '$2,600+', 'beds': '1'}, {'price': '$3,900+', 'beds': '2'}, {'price': '$4,650+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Fenway Parkside,True,"91 Westland Ave, Boston, MA",91 Westland Ave  # B2,MA,Boston,02115,2jm1rac43vc7w,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
